Name,Nationality,Position,Club,Overall Rating,Pace,Shooting,Passing,Dribbling,Defending,Physical,Age
Noelia Figueroa Barbero,Spain,Midfielder,Everton,88,71,60,74,78,56,70,28
Dr. Christopher Jenkins MD,Northern Ireland,Defender,Atletico Madrid,78,68,66,72,77,59,61,29
Stephanie Hudson,Ecuador,Midfielder,Villarreal,85,78,60,80,82,59,75,33
Arthur van Grinsven,Netherlands,Goalkeeper,Chittagong Abahani,81,74,67,70,79,58,72,34
Ana Wilson,Norway,Forward,PSG,79,74,67,67,80,57,71,24
Bettina Laursen,Denmark,Defender,Orlando City,80,74,63,74,82,57,69,32
Dawn Fowler,Georgia,Midfielder,Sheikh Jamal Dhanmondi Club,77,83,67,69,76,60,72,39
Trevor Russell,Guinea,Forward,Manchester United,77,80,72,75,75,53,74,34
William Mcknight,Slovakia,Forward,Espanyol,80,71,62,67,70,62,75,20
Célestine Dumont,Belgium,Midfielder,Real Betis,81,70,76,78,70,54,72,33
Thomas Nunez,Ivory Coast,Defender,Sheikh Jamal Dhanmondi Club,79,68,57,72,77,57,74,32
박영식,South Korea,Forward,Saif SC,77,69,59,64,76,61,68,34
Angela Ferrell,Georgia,Defender,Liverpool,80,67,65,77,80,60,70,30
Jordan Haynes,Slovenia,Goalkeeper,Olympique Marseille,79,62,66,76,80,59,67,35
Eugene Frederick Jr.,Switzerland,Midfielder,PSG,80,72,59,82,75,56,68,32
Porfirio Baños-Ocaña,Spain,Midfielder,Roma,76,68,64,70,71,65,74,29
Dott. Virgilio Dandolo,Italy,Goalkeeper,Chicago Fire,78,70,68,72,68,61,68,23
Mr Peter Nelson,England,Midfielder,Wrexham,78,72,67,73,72,52,69,38
Thomas Hill,Egypt,Defender,Wrexham,85,71,63,70,81,51,77,26
Alain Delmas-Hoarau,France,Goalkeeper,Atlético Madrid,77,66,63,67,82,59,79,26
Salvador Miguel Ángel Reyna,Mexico,Goalkeeper,Al-Ittihad,79,77,73,80,79,54,75,32
Elizabeth Hampton,Kenya,Defender,Vissel Kobe,81,70,69,65,71,50,76,39
황현우,South Korea,Forward,Abahani Limited,84,75,57,70,74,51,81,32
Karla Sara Pulgar Rozas,Chile,Defender,Fiorentina,82,73,66,67,69,62,77,27
Danny Chandler-Shaw,England,Defender,Santos,82,66,64,69,66,58,73,32
Zachary Villanueva,Northern Ireland,Defender,Sheikh Jamal Dhanmondi Club,76,75,62,64,75,66,77,36
Beverly Fields,USA,Midfielder,Ajax,80,69,61,64,69,46,73,21
Michelle Mcintyre,USA,Midfielder,Chicago Fire,77,70,57,76,74,51,65,34
Carlos Oswaldo Daza Palacios,Colombia,Defender,Chelsea,77,75,60,72,78,58,75,21
Laís Caldeira,Brazil,Midfielder,Aston Villa,82,63,62,72,72,66,72,39
Alexandra Hayes,Bangladesh,Forward,Real Betis,82,77,64,60,60,66,77,22
Marie Bouchat,Belgium,Forward,Villarreal,78,74,73,76,74,55,64,28
Nick Ravn,Denmark,Midfielder,LA Galaxy,88,63,59,78,76,60,72,34
Eddie Joyce,Guinea,Forward,Real Sociedad,86,76,65,67,74,57,80,38
Kristina Forsberg,Sweden,Goalkeeper,Villarreal,85,71,63,68,81,52,78,25
Sharon White,Northern Ireland,Goalkeeper,Al-Ahli,80,66,65,60,78,59,72,40
Justin Bradley,Senegal,Midfielder,Montreal Impact,80,65,65,71,87,54,75,26
Josette Rolland,France,Defender,Al-Ittihad,82,75,64,75,74,64,70,25
William Mcclain,USA,Defender,Real Betis,83,81,70,65,76,65,82,35
Thiago Daniel Jeremias Toledo Diaz,Argentina,Forward,AC Milan,81,77,70,75,66,54,78,30
Derek Brown,Cameroon,Defender,Wolverhampton,80,73,73,74,71,55,79,25
Melissa Palmer,Austria,Forward,Sevilla,84,74,65,66,69,60,80,22
Samuel Robinson,Kenya,Goalkeeper,AS Roma,81,67,62,67,69,58,65,28
Cynthia Fitzpatrick,Senegal,Goalkeeper,Trabzonspor,81,80,62,66,74,63,73,22
Rikke Schultz,Denmark,Forward,Chittagong Abahani,85,73,63,65,73,59,74,28
Irma Silvano Alonso Rodríquez,Mexico,Goalkeeper,Galatasaray,81,81,63,68,79,46,76,28
Michael Wall,Georgia,Forward,Real Madrid,85,70,64,70,66,52,81,29
Lennarth Møller,Denmark,Goalkeeper,PSG,83,74,75,70,78,56,82,38
Angela Scott,Scotland,Goalkeeper,Barcelona,87,76,67,66,81,58,81,33
Claude Guillon,France,Forward,Fiorentina,81,77,70,63,86,53,77,32
John Bonilla,Slovenia,Goalkeeper,Vissel Kobe,93,68,73,68,75,51,63,33
Anthony Foley,Norway,Forward,Vissel Kobe,85,69,74,70,84,57,75,38
Marc Arroyo,Bangladesh,Midfielder,Galatasaray,79,75,62,75,78,59,79,28
Margaret Cantu,Bangladesh,Midfielder,Rayo Vallecano,84,76,69,76,77,67,83,35
Daniel Wallace,Santos,Goalkeeper,PSG,78,83,63,70,75,56,73,23
David Douglas,Ivory Coast,Midfielder,PSV Eindhoven,79,77,59,60,80,52,66,27
Berto Roma,Spain,Midfielder,Trabzonspor,84,71,72,67,76,67,70,24
Christian Rosario,Austria,Goalkeeper,Ajax,86,69,68,68,75,51,62,20
Leon Whittaker,England,Forward,Santos,88,67,66,70,78,57,82,37
John Olson,Nigeria,Midfielder,Bayer Leverkusen,81,75,66,69,78,57,67,20
Ingegerd Strömberg,Sweden,Goalkeeper,Atlético Madrid,82,58,65,58,72,56,72,36
Mr. Christopher Waller Jr.,Northern Ireland,Goalkeeper,Olympique Lyon,76,67,64,73,73,53,73,32
Jessica Flowers,Guinea,Midfielder,Real Betis,83,67,58,76,71,55,71,35
Robert Cochran,Republic of Ireland,Defender,Orlando City,80,67,59,72,72,58,76,28
Laurie Nunez,Kenya,Forward,Al-Rayyan,86,83,65,69,73,47,70,26
Dr. Jodi Higgins,Republic of Ireland,Goalkeeper,Saif SC,82,79,64,70,77,67,74,31
Larry Garcia,Northern Ireland,Midfielder,Al-Ahli,82,75,66,67,75,58,61,21
Emily Olson,Santos,Forward,Watford,81,71,71,69,75,65,74,35
Ema Lučić,Croatia,Midfielder,Chittagong Abahani,80,67,56,74,75,71,79,29
Abril Santiago Diaz Bravo,Argentina,Goalkeeper,Arsenal,80,67,67,72,74,50,70,36
Todd Perez,Kenya,Forward,Espanyol,83,73,68,64,59,59,77,18
Angélica Maribel Valencia Flórez,Colombia,Midfielder,Udinese,85,70,61,73,75,56,69,36
Ronnie Curry,Santos,Midfielder,Leicester City,81,79,63,77,77,51,75,36
Olivia Morales,Argentina,Defender,Inter Miami,83,73,62,74,65,60,61,31
Carolyn Rice,Santos,Forward,Crystal Palace,79,74,70,70,70,59,79,36
Michele Trentin-Scarlatti,Italy,Goalkeeper,Sheikh Jamal Dhanmondi Club,77,71,66,71,75,52,81,27
Luis Carlos García Valdés,Chile,Forward,Vissel Kobe,81,73,63,84,77,62,73,36
Hr Ulrik Schultz,Denmark,Defender,Crystal Palace,84,69,66,83,83,56,66,28
Juan Ávila Rodríguez,Colombia,Midfielder,Inter Miami,78,72,55,67,73,63,71,19
Madeline Meadows,Senegal,Forward,Chelsea,81,70,63,74,74,59,77,22
Michelle Schaefer,Ecuador,Forward,Udinese,83,57,66,66,78,58,75,34
Mr. Ricky Hampton Jr.,Slovakia,Goalkeeper,Trabzonspor,84,68,60,70,81,56,66,35
Ing. Martín Mateo,Mexico,Forward,Bayern Munich,86,83,65,73,70,63,72,35
Billy Macias,Morocco,Forward,Montreal Impact,79,74,58,66,71,49,75,36
Robert Andziak,Poland,Midfielder,LA Galaxy,80,82,60,72,79,64,75,29
Mr Max Hughes,England,Defender,AS Roma,84,76,63,69,78,63,68,36
Fru Karen Nissen,Denmark,Forward,Santos,77,73,65,72,74,63,74,22
Corey Davis,Nigeria,Defender,Juventus,80,80,64,70,69,57,80,37
Elizabeth Valdez,Santos,Forward,PSV Eindhoven,82,68,59,68,70,59,76,38
Jaime Nelson,Austria,Goalkeeper,Real Madrid,81,75,71,73,72,54,66,25
Laura Stanton,Serbia,Forward,AC Milan,79,81,67,78,76,59,84,26
Elisa Room,Netherlands,Forward,Bayer Leverkusen,78,70,71,74,79,58,74,30
Tara Poole,Uruguay,Defender,OGC Nice,82,79,69,75,75,58,75,22
Sophie Chartier,France,Forward,Juventus,80,76,60,76,76,56,71,40
Maks Żelazo,Poland,Forward,Newcastle United,78,66,65,69,70,58,72,31
Wendolin Teresa Pedraza,Mexico,Midfielder,Nottingham Forest,79,75,61,59,84,56,64,36
Abigail Wallace,Guinea,Midfielder,Saif SC,85,73,72,68,83,62,74,24
Benjamin Lamy,Belgium,Forward,Udinese,78,75,66,77,73,65,70,24
Matthew Wilson,Bangladesh,Midfielder,Wolverhampton,72,75,59,82,75,58,65,18
Alison Archer,England,Defender,Benfica,82,71,67,77,80,59,73,36
Johan Öhman,Sweden,Forward,Newcastle United,83,68,67,73,68,58,71,38
pan Aleks Szlęk,Poland,Goalkeeper,Barcelona,77,67,61,72,75,58,75,21
Gonçalo Vicente-Loureiro,Portugal,Goalkeeper,Sevilla,83,72,58,74,75,63,70,29
Dr Lisa Bibi,England,Defender,Leipzig,85,78,62,75,72,53,85,34
Dr Bernard Holmes,England,Forward,Newcastle United,79,70,66,66,77,58,76,26
Tomasz Słonka,Poland,Forward,PSG,79,77,64,69,70,47,71,24
Mitchell Young,Egypt,Goalkeeper,Atlético Madrid,84,74,69,64,68,59,69,35
Patricia Smith MD,Slovakia,Forward,Rayo Vallecano,78,79,64,68,84,60,75,21
Gloria Gray,Ecuador,Forward,Al-Nassr,82,72,61,70,76,63,73,34
Jacob Richard,Georgia,Midfielder,Al-Ahli,81,73,57,75,79,56,73,40
Jos Reyna,Mexico,Forward,Nottingham Forest,82,74,57,73,79,54,63,36
Aaron Stone,Senegal,Midfielder,Real Sociedad,80,73,59,72,77,59,78,24
Rebecca Pham,Senegal,Midfielder,Al-Sadd,79,83,64,65,75,58,71,26
David Salazar,Bangladesh,Forward,Juventus,82,69,61,80,66,56,71,26
Fabricio Toro Alvarado,Spain,Goalkeeper,Real Betis,83,74,74,75,74,53,68,23
Colleen Conley,Norway,Goalkeeper,PSV Eindhoven,81,69,56,71,72,65,76,35
Ivan Henriksen,Denmark,Defender,Crystal Palace,85,72,56,67,67,69,77,26
Shelly Martin,Georgia,Midfielder,Borussia Mönchengladbach,83,64,61,74,71,59,69,40
Marika Such,Poland,Defender,Real Madrid,81,70,63,80,71,55,77,32
Madison Collier,Ecuador,Midfielder,Manchester City,81,73,66,75,82,60,72,34
Dale Michael,Algeria,Defender,Retired,82,81,59,68,71,56,75,35
Jamie Bell,Austria,Goalkeeper,Real Madrid,87,65,58,71,72,54,82,38
Brian Kirby,Austria,Midfielder,Olympique Marseille,85,71,62,70,75,59,66,39
Dipl.-Ing. Betina Kruschwitz,Germany,Forward,Manchester United,81,71,64,64,80,51,69,25
Connie Boone,Nigeria,Forward,Al-Ittihad,77,76,63,65,77,59,69,37
Joe Larsen,Algeria,Forward,Ajax,80,71,62,74,68,59,78,40
Maurice Jones,England,Midfielder,Wolverhampton,83,69,62,76,83,54,80,24
Dominique Ramos,Northern Ireland,Defender,Al-Ittihad,80,70,70,68,73,60,73,24
Lisa Nunez,Egypt,Midfielder,Rayo Vallecano,81,72,55,68,74,61,71,26
Denise Fisher,Norway,Defender,OGC Nice,82,71,62,72,69,46,73,37
Charles Jacobs,Senegal,Defender,Wolverhampton,79,76,58,67,77,47,71,34
Colleen Palmer,Nigeria,Defender,Orlando City,84,75,60,73,77,61,65,21
Kimberly Collins,Nigeria,Midfielder,Fulham,81,68,73,79,79,66,69,39
Samuel Ryan,Kenya,Goalkeeper,Grêmio,83,74,63,69,69,51,73,20
Caroline Noël,Belgium,Midfielder,Sevilla,82,68,68,71,74,58,67,30
Kimberly Jordan,Nigeria,Defender,Fiorentina,82,68,53,71,69,49,78,24
Jairo Flores-Astudillo González,Chile,Forward,Orlando City,81,72,69,74,78,44,62,26
Anaïs Mathy,Belgium,Defender,Al-Hilal,81,72,62,68,83,64,77,29
Frederick Freeman,Switzerland,Defender,PSG,81,68,69,63,77,60,73,26
José Huerta-Ramírez Vallejos,Chile,Defender,Fulham,86,76,61,75,72,50,65,28
Gaëlle Remy,Belgium,Midfielder,Real Betis,80,68,69,75,69,70,66,26
Dra. Aurora Azevedo,Brazil,Goalkeeper,Al-Ahli,81,74,57,67,73,62,73,18
Monique Cohen,France,Goalkeeper,Al-Ahli,83,73,56,79,78,48,64,19
Dra. Ana Luiza da Mota,Brazil,Defender,RB Leipzig,78,67,67,60,70,56,71,22
René Leroux,France,Forward,Nottingham Forest,79,74,70,80,75,62,70,25
Elizabeth Lynch,Algeria,Forward,Al-Hilal,83,72,64,67,69,53,69,18
Marian Henck,Germany,Forward,Al-Nassr,79,77,65,73,66,58,73,27
Jason Nguyen,Kenya,Goalkeeper,PSV Eindhoven,76,69,66,76,73,64,64,21
Megan Kosten,Netherlands,Goalkeeper,Aston Villa,79,78,63,75,80,57,82,31
Rachel Guerrero,Slovenia,Goalkeeper,Al-Sadd,82,79,64,69,78,61,69,25
Joshua Hogan,Santos,Forward,Burnley,86,74,59,74,75,60,85,40
Matthew Carr,Norway,Forward,Al-Hilal,80,67,59,61,72,49,68,32
Jose Jones,Guinea,Forward,Inter Miami,81,70,77,63,67,61,60,38
Robert Pratt,Kenya,Goalkeeper,Watford,82,80,71,71,77,65,80,22
Steven Wheeler,Cameroon,Defender,Villarreal,84,78,73,76,68,57,73,25
Randy Fleming,Republic of Ireland,Defender,Bayer Leverkusen,77,77,71,72,69,54,78,32
Gregor Dippel,Germany,Forward,Al-Sadd,81,75,56,72,71,56,70,20
Shelby Price,Austria,Midfielder,Al-Ittihad,88,76,61,70,80,61,71,31
Ignatz Werner,Germany,Defender,Manchester United,78,75,52,76,81,61,80,19
Marjan Flantz B.Eng.,Germany,Defender,Sevilla,79,73,63,74,80,60,78,34
Aaron Oneal,Ecuador,Defender,Ajax,79,73,63,76,77,57,69,25
Anna Bolkesteijn-Wagenvoort,Netherlands,Forward,Leeds United,81,74,67,70,79,57,74,31
Garry Reid-Ward,England,Forward,Roma,80,77,64,71,77,55,70,24
Matea Vrban,Croatia,Midfielder,Inter Milan,83,75,68,80,73,57,67,40
Marcus Castillo,Ecuador,Defender,Saif SC,84,67,75,78,74,61,73,34
Leah Park,Georgia,Midfielder,Watford,83,73,52,70,83,58,73,31
Cassandra Murillo,Senegal,Defender,Liverpool,78,68,67,67,76,65,72,39
Anthony Miller,Uruguay,Midfielder,PSV Eindhoven,85,70,66,69,76,57,70,32
Amber Taylor,England,Midfielder,Al-Ahli,80,77,65,80,67,61,67,38
Kian Wensen,Netherlands,Forward,PSV Eindhoven,77,71,65,64,76,51,67,21
Jennifer Brewer,USA,Defender,Barcelona,74,75,63,77,67,58,76,34
João Gabriel Pastor,Brazil,Defender,Atlético Madrid,79,67,71,70,81,51,84,36
Senna van de Klashorst,Netherlands,Midfielder,Real Betis,87,77,60,69,81,57,71,32
Fernando Fonseca,Brazil,Midfielder,OGC Nice,84,75,68,70,72,56,78,27
Anita Pytlarz,Poland,Forward,Al-Ittihad,79,66,57,75,78,61,65,29
Chad Callahan,Serbia,Midfielder,Leicester City,81,64,67,68,76,60,78,18
Daniel Randolph,Austria,Goalkeeper,Al-Ahli,82,77,75,66,84,63,68,23
Victoria Ramos,Bangladesh,Defender,Sheikh Jamal Dhanmondi Club,85,67,69,66,77,61,77,40
Olívia Araújo,Brazil,Forward,Sevilla,81,75,63,75,79,65,81,35
Laura Jefferson,Georgia,Defender,Barcelona,85,70,62,67,67,54,75,39
Heather Wood,Algeria,Defender,Al-Sadd,77,69,67,65,72,63,67,25
Erik Mathews,Morocco,Forward,Leeds United,81,73,61,65,79,58,84,38
Lance Osborne,Northern Ireland,Forward,Atletico Madrid,81,65,63,76,67,54,74,18
Rose Sofía Navarrete Merino,Chile,Forward,Al-Ahli,80,76,64,73,85,55,70,30
pani Kornelia Leonowicz,Poland,Midfielder,Olympique Lyon,78,72,69,70,70,57,73,18
Adrian Chang,Kenya,Midfielder,Chicago Fire,85,80,61,70,68,65,80,38
Dana Ford,Cameroon,Defender,Al-Rayyan,83,77,73,76,85,54,81,18
Odette Collet,Belgium,Forward,Al-Ittihad,84,71,75,71,79,61,70,34
Parker Carroll,Switzerland,Midfielder,Napoli,80,68,70,69,82,52,74,30
Peter Pettersson,Sweden,Defender,Fiorentina,81,71,55,66,72,60,77,28
Jeffrey Arnold,Morocco,Midfielder,Ajax,81,71,62,68,76,61,77,26
Fernanda Câmara,Brazil,Forward,Olympique Lyon,82,79,68,74,81,57,74,29
Adam Fletcher,Guinea,Defender,Manchester City,81,68,64,71,71,64,72,31
Erika Nguyen,USA,Forward,Aston Villa,80,69,65,76,81,40,69,18
Yvonne Torres,Switzerland,Goalkeeper,Ajax,79,65,67,75,75,64,77,22
Prof. Tilo Hornich,Germany,Forward,Tottenham,84,70,62,72,80,55,68,22
Nicole Ray,Morocco,Defender,Burnley,80,62,64,70,67,58,78,27
Paul Mccoy,Ivory Coast,Midfielder,Inter Milan,78,77,66,68,69,49,67,24
Ignacio Efrén Vanegas,Colombia,Defender,Abahani Limited,75,67,68,73,74,57,67,23
Alena Pruschke-Bonbach,Germany,Midfielder,Real Madrid,86,74,56,70,67,66,69,30
Khalid Piette,Belgium,Midfielder,Villarreal,78,70,64,76,74,56,74,28
Charles Harris,Egypt,Midfielder,Abahani Limited,82,75,63,75,79,53,75,24
Angela Ortiz,Scotland,Goalkeeper,Inter Milan,81,60,69,77,73,53,75,29
홍도윤,South Korea,Defender,Watford,83,81,74,70,83,57,73,36
Samuel Fields,Ecuador,Defender,Udinese,85,72,69,75,78,61,74,33
Leanne Perkins,England,Forward,Leeds United,82,79,60,67,70,62,77,37
Dr Ross Jones,England,Midfielder,Juventus,85,68,65,68,71,56,80,21
James Wolfe,Santos,Forward,Newcastle United,81,72,75,75,78,59,73,27
Megan Lewis,Switzerland,Forward,Al-Nassr,79,69,61,69,74,56,74,20
Mr. Jeffrey Lawrence,Egypt,Goalkeeper,Real Sociedad,78,78,68,82,71,56,78,20
Katrine Nielsen,Denmark,Midfielder,Liverpool,81,68,69,66,67,61,77,40
Shannon Vaughn,Ivory Coast,Defender,Saif SC,83,78,56,72,72,59,64,39
Felix Natividad Enríquez Tirado,Mexico,Goalkeeper,Everton,86,62,66,82,82,63,79,25
Krista Davies,Republic of Ireland,Defender,Liverpool,82,68,60,60,77,68,76,38
Michele Pena,Georgia,Defender,Leeds United,82,73,65,75,83,51,76,19
Victoria Melton,Cameroon,Forward,Rayo Vallecano,82,69,72,78,75,60,70,23
Ronald Chavez,Serbia,Midfielder,Leipzig,82,74,58,71,67,59,73,40
Dr. Derrick Roberts,Republic of Ireland,Defender,Arsenal,84,77,67,75,86,51,75,26
Clavs Schou,Denmark,Midfielder,Barcelona,80,80,66,70,76,60,69,26
James Ayers,Kenya,Midfielder,Olympique Marseille,78,71,68,65,81,64,68,40
Joshua Mcdowell,Guinea,Midfielder,Roma,79,71,68,72,75,58,80,35
Guillaume du Boucher,France,Defender,Al-Rayyan,88,68,66,66,68,59,72,34
Morgan Martinez,Guinea,Forward,Crystal Palace,86,69,70,69,77,53,73,32
Amparo Salvà,Spain,Goalkeeper,LA Galaxy,85,72,62,71,84,56,74,31
Blanca Mayra Rivera,Colombia,Defender,Flamengo,78,69,58,76,69,55,80,29
Trevor Barrett,Norway,Forward,OGC Nice,81,70,61,67,74,54,76,28
Lukas Kas-Jansen,Netherlands,Forward,Burnley,79,69,65,75,69,62,76,35
Charles Perkins,Santos,Midfielder,LA Galaxy,87,65,61,66,63,61,70,29
Joseph Mendez,Ecuador,Goalkeeper,Inter Miami,84,77,67,67,73,51,74,29
Nilo Vilar Villena,Spain,Goalkeeper,Udinese,80,72,59,73,77,62,64,29
Pamela Fox,Morocco,Goalkeeper,LA Galaxy,79,69,69,70,75,58,60,40
Kayla Romero,Bangladesh,Forward,Chelsea,80,86,65,69,77,59,69,30
Brandy Rodriguez,Cameroon,Midfielder,Atletico Madrid,82,74,67,63,77,68,65,31
Jeffrey Tyler,Slovenia,Goalkeeper,Atletico Madrid,91,68,67,60,76,59,79,37
Wendy Nash,Senegal,Defender,Sevilla,79,68,65,63,70,53,71,23
Roger de la Diallo,France,Forward,Al-Rayyan,80,74,54,77,75,57,73,28
Amy Torres,Kenya,Forward,Al-Sadd,83,66,71,76,74,62,69,24
Michelle Perck,Netherlands,Defender,Montreal Impact,83,66,58,72,71,67,79,32
Kevin Harrison,Cameroon,Defender,Abahani Limited,84,86,62,63,78,59,76,19
Isaac Núñez,Mexico,Forward,PSV Eindhoven,81,70,68,76,69,61,69,40
Joana Cavalcanti,Brazil,Defender,Retired,84,65,64,75,73,60,66,33
Bryan Malone,USA,Midfielder,PSG,84,72,68,76,76,59,77,35
Adolfo Godoy,Chile,Forward,Vissel Kobe,79,75,58,68,79,51,71,38
Kyle Reeves,Uruguay,Defender,Chittagong Abahani,74,70,69,73,82,63,74,32
Jo Potter,Ivory Coast,Forward,Nottingham Forest,83,70,62,71,75,59,72,37
Michael Melton,Algeria,Defender,Sevilla,88,76,55,77,71,49,65,20
Ernest Stephens Jr.,Ivory Coast,Forward,Montreal Impact,82,63,61,71,79,56,72,36
Evan Cain,Switzerland,Forward,Juventus,81,82,67,78,79,64,66,21
Daniel Vincent,Bangladesh,Forward,AS Roma,84,65,69,78,81,48,81,36
Gregory Glenn,Slovenia,Midfielder,Manchester United,80,82,68,67,77,61,78,21
Alexandra Cooper,Slovakia,Midfielder,OGC Nice,81,64,67,66,81,61,73,22
Andrew Beltran,Nigeria,Goalkeeper,Arsenal,81,70,65,68,78,55,80,26
Fred Perez,Georgia,Goalkeeper,Olympique Lyon,79,73,57,70,75,55,69,31
Catalina Romina Díaz Ponce,Chile,Defender,Real Betis,85,73,57,76,72,52,72,26
Diethelm Becker,Germany,Forward,Atletico Madrid,86,79,66,75,84,50,79,37
Ayla Peixoto,Brazil,Defender,Grêmio,83,70,63,72,80,66,68,22
Benjamin Moon,Georgia,Goalkeeper,Newcastle United,81,69,67,76,85,61,79,34
Luis Miller,Republic of Ireland,Goalkeeper,Nottingham Forest,80,74,67,72,72,49,66,36
Rose Johnson,Bangladesh,Goalkeeper,Saif SC,82,72,59,74,75,54,78,20
Sabrina Casa Grande,Brazil,Goalkeeper,Roma,77,70,62,66,83,50,65,25
Brooke Chen,Uruguay,Midfielder,Fiorentina,82,73,72,75,74,65,64,22
Melissa Clay,Senegal,Midfielder,Fulham,78,70,74,68,83,53,76,34
Mary Patrick,Northern Ireland,Forward,Real Betis,81,80,62,66,72,48,69,36
Ashlee Walker,Cameroon,Defender,Chittagong Abahani,80,79,66,75,72,51,76,32
Kevin Ramos,Republic of Ireland,Defender,Burnley,84,72,62,72,72,54,80,27
Sean Willis,Ivory Coast,Goalkeeper,Villarreal,80,67,66,79,77,58,68,20
Juana Benjamin Sanchez,Argentina,Defender,Al-Ahli,81,76,63,67,84,62,65,21
Courtney Reyes,Slovakia,Defender,Al-Nassr,79,86,62,67,82,61,71,32
pani Róża Bubak,Poland,Defender,OGC Nice,86,76,76,70,80,59,85,30
Angie Elizabeth Arboleda Rodríguez,Colombia,Goalkeeper,Nottingham Forest,84,77,68,72,70,52,75,34
Philippe Dufour,Belgium,Defender,Grêmio,85,75,62,79,82,60,73,30
Micheal Jordan,Bangladesh,Goalkeeper,Al-Hilal,82,66,66,69,75,60,83,23
Bryan Myers,Slovenia,Goalkeeper,Tottenham,79,62,58,74,75,61,71,31
Severo Alemán Gomis,Spain,Midfielder,Crystal Palace,81,75,68,63,75,53,63,23
Patricia Mckee,Ivory Coast,Goalkeeper,Espanyol,82,74,64,68,77,62,81,29
Oswaldo Manuel Becerra,Colombia,Goalkeeper,Roma,83,79,61,71,78,69,74,33
Guillermo Tito Madrigal Cuéllar,Spain,Defender,Real Betis,80,67,64,72,76,64,80,22
Jonathan Farmer,Santos,Defender,Napoli,81,69,60,72,71,65,71,20
Christoph Hamann,Germany,Defender,Chicago Fire,85,74,61,68,78,66,67,36
Adam Kristensen,Denmark,Midfielder,Santos,80,77,62,74,81,51,72,33
조영순,South Korea,Defender,Grêmio,76,63,64,80,69,59,72,29
Kirk York,USA,Midfielder,Villarreal,80,76,65,75,80,55,72,40
Anders Söderberg,Sweden,Forward,Fiorentina,81,72,63,65,80,56,75,28
Rebekah Ramirez,Ecuador,Midfielder,Leicester City,79,75,58,72,76,57,73,31
Terezija Turčinov,Croatia,Goalkeeper,Olympique Lyon,81,73,66,66,75,46,79,18
Ennio Totino,Italy,Defender,Newcastle United,87,70,63,66,73,60,74,23
Dylan Ezequiel Maria Paz Peralta Romero,Argentina,Forward,PSG,82,73,56,83,79,59,64,33
Morgane Libert,Belgium,Forward,Santos,79,73,62,69,70,65,80,34
Margaret Mueller,Norway,Midfielder,Inter Milan,76,70,72,77,75,56,77,18
Theresa Werner,Northern Ireland,Midfielder,Al-Rayyan,81,80,61,78,80,61,87,31
Antoni Pikula,Poland,Defender,Al-Hilal,77,74,68,68,76,50,83,35
Dipl.-Ing. Remo Steinberg B.Eng.,Germany,Forward,Orlando City,80,68,64,69,72,60,70,35
Elisabeth Jansson,Sweden,Forward,Chelsea,82,71,69,77,75,52,71,22
David Glover,Austria,Defender,PSV Eindhoven,80,75,65,69,72,58,79,32
Mauricette Monfort,Belgium,Forward,Benfica,78,69,59,75,72,56,78,37
Oscar van Engeland,Netherlands,Goalkeeper,Villarreal,80,69,75,67,75,61,71,24
Petra Horvat,Croatia,Midfielder,OGC Nice,79,71,66,72,81,56,62,23
Edward Carpenter,Egypt,Forward,Espanyol,83,85,63,71,77,58,68,19
Tyler Woodward,Scotland,Defender,Benfica,87,69,64,67,69,56,76,39
Valentín Olmos Jorquera,Chile,Midfielder,Napoli,85,68,58,72,78,53,72,33
John Dickson,Georgia,Goalkeeper,Everton,82,71,56,76,69,56,70,25
Zaida Izquierdo Cepeda,Spain,Defender,Montreal Impact,75,70,54,77,78,60,71,33
Morgan Larsson,Sweden,Goalkeeper,Bayern Munich,82,72,67,85,68,47,80,28
Allison Meyer,Northern Ireland,Forward,Liverpool,83,75,58,66,82,66,79,31
Frank Newman,Slovakia,Midfielder,Inter Milan,79,88,66,67,71,59,80,35
Chris Gonzalez,Cameroon,Goalkeeper,Chelsea,80,63,67,77,78,59,74,27
Filippo Jacquemin,Belgium,Goalkeeper,Flamengo,81,73,65,67,82,58,80,28
Univ.Prof. Alex Jacobsen,Denmark,Forward,Aston Villa,83,75,60,69,79,60,73,19
Olgierd Kapral,Poland,Midfielder,Trabzonspor,84,77,60,74,79,54,72,35
Sig. Gaspare Botticelli,Italy,Forward,Crystal Palace,87,68,65,69,70,55,74,31
Elizabeth Jones,Ivory Coast,Midfielder,Al-Ittihad,82,75,66,68,83,61,68,26
Jill Austin,Senegal,Goalkeeper,Wolverhampton,80,67,70,72,81,60,76,38
Ryan Paul,Serbia,Defender,Olympique Lyon,81,74,75,63,69,58,70,25
Anita Stenberg,Sweden,Forward,Real Madrid,82,67,70,71,82,52,76,19
Terri Mitchell,Ivory Coast,Forward,Udinese,79,76,63,77,71,51,73,33
Jason Dunlap,Northern Ireland,Midfielder,Espanyol,80,78,70,69,78,59,78,25
David Peters,Guinea,Goalkeeper,AC Milan,78,68,66,71,78,59,67,18
Mariah Lutz,Algeria,Forward,AS Roma,83,73,57,66,75,54,68,33
Erik Wallin,Sweden,Forward,Watford,81,70,70,80,68,56,73,23
최민지,South Korea,Forward,Chittagong Abahani,79,72,67,64,70,62,70,19
Alan Carpenter,USA,Forward,Grêmio,83,69,56,75,74,60,69,24
